udi_less,df,udi,name,y,x,z,cda,udi_more,da
16.78787878787879,5.1688021,80.60606060606061,zone2,2.0,9.5,0.765,1.0468686868686876,2.606060606060606,71.27272727272727
15.454545454545455,3.0031574099999996,79.63636363636364,zone2,2.5,5.5,0.765,81.58444444444443,4.909090909090909,71.63636363636364
20.484848484848484,3.1455522,75.87878787878788,zone2,2.5,6.0,0.765,72.00020202020215,3.6363636363636362,50.42424242424242
16.060606060606062,3.96984426,74.72727272727273,zone2,2.5,6.5,0.765,33.680808080808134,9.212121212121213,70.78787878787878
17.151515151515152,4.42702449,78.18181818181819,zone2,2.5,7.0,0.765,72.50787878787872,4.666666666666667,68.06060606060606
11.151515151515152,5.257301679999999,49.696969696969695,zone2,2.5,7.5,0.765,86.95636363636356,39.15151515151515,81.75757575757575
11.151515151515152,6.32620181,55.333333333333336,zone2,2.5,8.0,0.765,86.88888888888883,33.515151515151516,81.63636363636364
18.848484848484848,8.18726715,74.96969696969697,zone2,2.5,8.5,0.765,-112.31898989899,6.181818181818182,72.36363636363636
11.393939393939394,9.3596039,86.24242424242425,zone2,2.5,9.0,0.765,86.02646464646467,2.3636363636363638,79.39393939393939
10.909090909090908,14.1061929,85.75757575757575,zone2,2.5,9.5,0.765,87.40989898989892,3.3333333333333335,82.36363636363636
98.48484848484848,2.5065352200000004,0.9696969696969697,zone2,3.0,5.5,0.765,1.4771717171717174,0.5454545454545454,1.2727272727272727
15.636363636363637,2.64235616,78.0,zone2,3.0,6.0,0.765,76.16969696969687,6.363636363636363,71.21212121212122
15.212121212121213,3.50945827,79.21212121212122,zone2,3.0,6.5,0.765,81.59252525252519,5.575757575757576,71.39393939393939
15.757575757575758,3.7273325,69.81818181818181,zone2,3.0,7.0,0.765,26.137979797979796,14.424242424242424,72.54545454545455
20.181818181818183,4.503100430000001,74.42424242424242,zone2,3.0,7.5,0.765,-34.87414141414136,5.393939393939394,66.06060606060606
17.515151515151516,5.833618400000001,78.72727272727273,zone2,3.0,8.0,0.765,32.86666666666668,3.757575757575758,67.21212121212122
12.848484848484848,8.52013416,83.87878787878788,zone2,3.0,8.5,0.765,40.74404040404038,3.272727272727273,79.03030303030303
11.333333333333334,12.8594522,55.93939393939394,zone2,3.0,9.0,0.765,70.69272727272724,32.72727272727273,85.15151515151516
12.303030303030303,19.3592826,52.484848484848484,zone2,3.0,9.5,0.765,42.23959595959593,35.21212121212121,84.12121212121212
98.60606060606061,1.99739049,0.9696969696969697,zone2,3.5,5.5,0.765,1.312929292929293,0.42424242424242425,1.0303030303030303
96.48484848484848,2.21335864,2.3636363636363638,zone2,3.5,6.0,0.765,3.2442424242424255,1.1515151515151516,2.484848484848485
23.818181818181817,2.56527106,74.18181818181819,zone2,3.5,6.5,0.765,63.873131313131246,2.0,27.575757575757574
20.424242424242426,3.0987091500000004,74.06060606060606,zone2,3.5,7.0,0.765,73.63737373737385,5.515151515151516,55.27272727272727
11.272727272727273,4.15643009,55.21212121212121,zone2,3.5,7.5,0.765,86.58101010101008,33.515151515151516,81.21212121212122
16.666666666666668,5.853248499999999,80.12121212121212,zone2,3.5,8.0,0.765,79.04646464646466,3.212121212121212,69.15151515151516
12.363636363636363,7.84427276,82.3030303030303,zone2,3.5,8.5,0.765,84.97919191919189,5.333333333333333,78.54545454545455
10.484848484848484,12.6533189,70.06060606060606,zone2,3.5,9.0,0.765,88.36202020202016,19.454545454545453,84.48484848484848
10.242424242424242,18.543453799999998,62.42424242424242,zone2,3.5,9.5,0.765,88.8325252525253,27.333333333333332,85.21212121212122
98.66666666666667,1.85681815,0.9696969696969697,zone2,4.0,5.5,0.765,1.200808080808081,0.36363636363636365,0.8484848484848485
12.848484848484848,2.05631538,84.06060606060606,zone2,4.0,6.0,0.765,84.52686868686858,3.090909090909091,77.33333333333333
23.696969696969695,2.33674627,74.78787878787878,zone2,4.0,6.5,0.765,65.44767676767667,1.5151515151515151,30.242424242424242
21.333333333333332,2.8324788,76.12121212121212,zone2,4.0,7.0,0.765,71.78242424242418,2.5454545454545454,52.78787878787879
26.363636363636363,3.83321233,71.87878787878788,zone2,4.0,7.5,0.765,-39.683838383838356,1.7575757575757576,38.121212121212125
12.303030303030303,4.863661860000001,80.18181818181819,zone2,4.0,8.0,0.765,84.97919191919188,7.515151515151516,78.3030303030303
14.242424242424242,6.8573542100000004,55.03030303030303,zone2,4.0,8.5,0.765,6.50424242424241,30.727272727272727,79.33333333333333
11.454545454545455,9.604079910000001,83.81818181818181,zone2,4.0,9.0,0.765,86.21616161616164,4.7272727272727275,80.54545454545455
11.515151515151516,13.7231427,56.24242424242424,zone2,4.0,9.5,0.765,69.1046464646465,32.24242424242424,84.0
23.757575757575758,1.40242518,76.0,zone2,4.5,5.5,0.765,64.52989898989884,0.24242424242424243,28.060606060606062
20.848484848484848,1.5817474500000002,76.9090909090909,zone2,4.5,6.0,0.765,72.73070707070714,2.242424242424242,52.54545454545455
96.96969696969697,1.9793117299999998,2.242424242424242,zone2,4.5,6.5,0.765,2.6981818181818187,0.7878787878787878,1.7575757575757576
23.757575757575758,2.3976485899999997,74.84848484848484,zone2,4.5,7.0,0.765,66.83010101010089,1.393939393939394,37.21212121212121
24.545454545454547,3.01053105,74.06060606060606,zone2,4.5,7.5,0.765,62.43232323232322,1.393939393939394,26.303030303030305
22.848484848484848,4.03161176,75.81818181818181,zone2,4.5,8.0,0.765,65.94222222222223,1.3333333333333333,33.81818181818182
15.333333333333334,4.91127734,81.39393939393939,zone2,4.5,8.5,0.765,37.182020202020205,3.272727272727273,74.84848484848484
15.575757575757576,5.51316161,83.57575757575758,zone2,4.5,9.0,0.765,79.9078787878788,0.8484848484848485,65.6969696969697
18.363636363636363,4.84240284,81.45454545454545,zone2,4.5,9.5,0.765,50.35272727272734,0.18181818181818182,67.15151515151516
100.0,0.7759069319999999,0.0,zone3,5.5,0.5,0.765,0.0,0.0,0.0
98.9090909090909,1.35232963,0.7878787878787878,zone3,5.5,1.0,0.765,0.9244444444444445,0.30303030303030304,0.6666666666666666
23.272727272727273,2.2816319800000002,75.63636363636364,zone3,5.5,1.5,0.765,67.63636363636364,1.0909090909090908,38.24242424242424
16.181818181818183,2.0943415,82.54545454545455,zone3,5.5,2.0,0.765,78.39010101010106,1.2727272727272727,69.33333333333333
22.181818181818183,1.86260647,76.72727272727273,zone3,5.5,2.5,0.765,68.14606060606047,1.0909090909090908,39.39393939393939
13.151515151515152,1.79120942,76.06060606060606,zone3,5.5,3.0,0.765,63.69414141414143,10.787878787878787,77.15151515151516
26.424242424242426,1.40871207,73.0909090909091,zone3,5.5,3.5,0.765,34.80989898989908,0.48484848484848486,40.72727272727273
26.545454545454547,1.3136645599999999,73.33333333333333,zone3,5.5,4.0,0.765,-52.97292929292928,0.12121212121212122,45.09090909090909
20.181818181818183,1.17863757,79.21212121212122,zone3,5.5,4.5,0.765,74.56868686868692,0.6060606060606061,60.303030303030305
16.424242424242426,1.01923748,83.57575757575758,zone3,6.0,0.5,0.765,79.59575757575755,0.0,66.06060606060606
99.75757575757575,1.7026785400000002,0.12121212121212122,zone3,6.0,1.0,0.765,0.18888888888888886,0.12121212121212122,0.12121212121212122
15.030303030303031,2.05330836,84.48484848484848,zone3,6.0,1.5,0.765,80.81878787878792,0.48484848484848486,67.33333333333333
21.09090909090909,1.76210069,76.12121212121212,zone3,6.0,2.0,0.765,74.07838383838393,2.787878787878788,57.515151515151516
26.242424242424242,1.87658306,73.33333333333333,zone3,6.0,2.5,0.765,11.564444444444474,0.42424242424242425,40.484848484848484
21.21212121212121,1.72413763,78.24242424242425,zone3,6.0,3.0,0.765,72.22222222222211,0.5454545454545454,51.81818181818182
98.24242424242425,1.7276605,1.5757575757575757,zone3,6.0,3.5,0.765,1.6345454545454545,0.18181818181818182,1.0909090909090908
15.090909090909092,1.53567016,81.63636363636364,zone3,6.0,4.0,0.765,82.10161616161598,3.272727272727273,73.6969696969697
98.60606060606061,1.2667791400000001,1.393939393939394,zone3,6.0,4.5,0.765,1.3838383838383839,0.0,0.9696969696969697
23.87878787878788,1.98679173,76.12121212121212,zone3,6.5,0.5,0.765,63.61111111111109,0.0,24.363636363636363
22.303030303030305,2.72179666,77.6969696969697,zone3,6.5,1.0,0.765,68.29959595959599,0.0,43.45454545454545
14.848484848484848,2.6120682,85.15151515151516,zone3,6.5,1.5,0.765,80.41656565656577,0.0,65.03030303030303
11.393939393939394,2.50442177,80.96969696969697,zone3,6.5,2.0,0.765,86.18909090909102,7.636363636363637,80.36363636363636
21.09090909090909,2.18114402,78.42424242424242,zone3,6.5,2.5,0.765,69.93050505050508,0.48484848484848486,44.666666666666664
22.848484848484848,2.07375716,77.0909090909091,zone3,6.5,3.0,0.765,63.919595959596016,0.06060606060606061,37.45454545454545
11.696969696969697,1.7001296,71.6969696969697,zone3,6.5,3.5,0.765,85.26484848484847,16.606060606060606,78.84848484848484
15.333333333333334,1.6409531400000001,63.878787878787875,zone3,6.5,4.0,0.765,6.953939393939355,20.78787878787879,75.51515151515152
21.333333333333332,1.33728738,78.66666666666667,zone3,6.5,4.5,0.765,71.73313131313142,0.0,52.60606060606061
12.848484848484848,5.4047687,87.15151515151516,zone3,7.0,0.5,0.765,84.44707070707061,0.0,76.66666666666667
10.787878787878787,5.1545875599999995,69.81818181818181,zone3,7.0,1.0,0.765,87.86202020202019,19.393939393939394,83.33333333333333
14.303030303030303,4.09075467,83.39393939393939,zone3,7.0,1.5,0.765,81.92646464646472,2.303030303030303,69.27272727272727
12.242424242424242,3.27207006,83.63636363636364,zone3,7.0,2.0,0.765,85.23292929292921,4.121212121212121,78.72727272727273
15.393939393939394,2.74657969,83.75757575757575,zone3,7.0,2.5,0.765,81.54020202020192,0.8484848484848485,71.87878787878788
21.21212121212121,2.82003735,78.66666666666667,zone3,7.0,3.0,0.765,71.07171717171731,0.12121212121212122,49.45454545454545
99.27272727272727,1.8248887299999998,0.7272727272727273,zone3,7.0,3.5,0.765,-0.8254545454545456,0.0,0.6666666666666666
99.33333333333333,2.0012047500000003,0.6060606060606061,zone3,7.0,4.0,0.765,0.6941414141414141,0.06060606060606061,0.5454545454545454
99.27272727272727,1.6184421199999999,0.7272727272727273,zone3,7.0,4.5,0.765,0.763030303030303,0.0,0.6060606060606061
10.242424242424242,13.414281800000001,35.03030303030303,zone3,7.5,0.5,0.765,80.87717171717173,54.72727272727273,87.03030303030303
14.121212121212121,9.1703881,52.484848484848484,zone3,7.5,1.0,0.765,-98.66848484848494,33.39393939393939,80.78787878787878
10.787878787878787,3.98555917,56.06060606060606,zone3,7.5,1.5,0.765,87.88525252525253,33.15151515151515,83.51515151515152
16.666666666666668,4.00772574,74.9090909090909,zone3,7.5,2.0,0.765,53.75717171717173,8.424242424242424,70.9090909090909
13.090909090909092,3.56689401,65.75757575757575,zone3,7.5,2.5,0.765,23.70666666666668,21.151515151515152,79.93939393939394
14.727272727272727,3.4971166,80.42424242424242,zone3,7.5,3.0,0.765,82.45030303030303,4.848484848484849,73.87878787878788
22.424242424242426,2.50496128,77.27272727272727,zone3,7.5,3.5,0.765,66.56888888888884,0.30303030303030304,36.54545454545455
14.545454545454545,2.34910408,81.93939393939394,zone3,7.5,4.0,0.765,82.54121212121198,3.515151515151515,74.60606060606061
22.303030303030305,1.82317299,77.6969696969697,zone3,7.5,4.5,0.765,66.2953535353535,0.0,36.666666666666664
11.212121212121213,17.573627899999998,22.363636363636363,zone3,8.0,0.5,0.765,57.33050505050505,66.42424242424242,87.0909090909091
15.212121212121213,10.408815800000001,51.57575757575758,zone3,8.0,1.0,0.765,-68.42222222222235,33.21212121212121,78.78787878787878
10.484848484848484,7.747530719999999,35.515151515151516,zone3,8.0,1.5,0.765,87.4357575757575,54.0,86.66666666666667
13.818181818181818,4.455113959999999,69.27272727272727,zone3,8.0,2.0,0.765,20.465656565656584,16.90909090909091,78.72727272727273
11.090909090909092,4.60759574,49.03030303030303,zone3,8.0,2.5,0.765,86.83959595959595,39.878787878787875,81.6969696969697
12.242424242424242,4.3785382,77.15151515151516,zone3,8.0,3.0,0.765,85.28080808080801,10.606060606060606,78.72727272727273
15.090909090909092,3.01429946,77.63636363636364,zone3,8.0,3.5,0.765,68.94060606060616,7.2727272727272725,71.6969696969697
26.484848484848484,3.07401063,73.51515151515152,zone3,8.0,4.0,0.765,-48.455151515151584,0.0,51.333333333333336
12.666666666666666,2.4405171500000002,87.33333333333333,zone3,8.0,4.5,0.765,84.77313131313116,0.0,76.96969696969697
13.030303030303031,14.3160038,27.333333333333332,zone3,8.5,0.5,0.765,9.892727272727278,59.63636363636363,83.6969696969697
14.363636363636363,9.50068837,36.36363636363637,zone3,8.5,1.0,0.765,-118.09959595959603,49.27272727272727,80.06060606060606
13.454545454545455,8.54533911,54.666666666666664,zone3,8.5,1.5,0.765,11.386868686868684,31.87878787878788,79.75757575757575
13.454545454545455,6.85050292,48.666666666666664,zone3,8.5,2.0,0.765,12.431919191919185,37.878787878787875,81.03030303030303
11.515151515151516,6.07848185,72.60606060606061,zone3,8.5,2.5,0.765,76.55434343434352,15.878787878787879,80.96969696969697
